376,2637
377,2292
378,2201
379,2124
380,1936
381,1809
382,1738
383,1534
384,1564
385,1462
386,1371
387,1307
388,1244
389,1187
390,1177
391,1140
392,1059
393,1092
394,1022
395,938
396,1008
397,999
398,938
399,995
400,869
401,876
402,921
403,876
404,899
405,867
406,871
407,808
408,764
409,785
410,745
411,738
412,721
413,794
414,692
415,753
416,720
417,659
418,745
419,669
420,717
421,685
422,716
423,632
424,690
425,662
426,646
427,720
428,692
429,649
430,634
431,646
432,653
433,702
434,635
435,657
436,608
437,624
438,671
439,618
440,615
441,637
442,651
443,644
444,649
445,620
446,624
447,619
448,633
449,646
450,605
451,662
452,569
453,636
454,630
455,600
456,567
457,594
458,578
459,602
460,611
461,634
462,613
463,573
464,514
465,592
466,560
467,575
468,528
469,567
470,528
471,564
472,563
473,560
474,557
475,543
476,531
477,560
478,554
479,552
480,522
481,459
482,465
483,579
484,511
485,507
486,512
487,550
488,528
489,480
490,510
491,517
492,481
493,531
494,464
495,503
496,496
497,493
498,512
499,461
500,485
501,528
502,511
503,500
504,469
505,467
506,461
507,487
508,540
509,479
510,448
511,482
512,448
513,496
514,508
515,484
516,497
517,472
518,457
519,484
520,448
521,484
522,499
523,506
524,528
525,482
526,481
527,473
528,506
529,466
530,484
531,452
532,418
533,461
534,467
535,453
536,476
537,502
538,485
539,409
540,496
541,464
542,505
543,492
544,470
545,484
546,511
547,502
548,489
549,497
550,512
551,509
552,498
553,474
554,519
555,496
556,498
557,488
558,520
559,535
560,549
561,533
562,563
563,544
564,581
565,560
566,539
567,552
568,562
569,578
570,585
571,531
572,560
573,607
574,630
575,594
576,624
577,619
578,650
579,635
580,700
581,665
582,743
583,737
584,753
585,758
586,795
587,807
588,802
589,840
590,848
591,860
592,945
593,967
594,1041
595,1099
596,1121
597,1201
598,1313
599,1411
600,1575
601,1682
602,1746
603,2012
604,2169
605,2476
606,2945
607,3228
608,3736
609,4259
610,4640
611,5212
612,5626
613,5781
614,5689
615,5893
616,6373
617,6426
618,6928
619,7515
620,8282
621,9424
622,10299
623,11368
624,12374
625,13285
626,13744
627,13777
628,13736
629,13661
630,13296
631,13177
632,13184
633,13715
634,14136
635,14694
636,15024
637,15139
638,14322
639,13718
640,12903
641,11941
642,11088
643,10579
644,10113
645,9803
646,9442
647,9109
648,8437
649,7987
650,7028
651,6592
652,5572
653,5200
654,4564
655,3995
656,3643
657,3189
658,2928
659,2576
660,2441
661,2164
662,2001
663,1849
664,1713
665,1604
666,1517
667,1443
668,1398
669,1360
670,1205
671,1188
672,1164
673,1101
674,1147
675,1017
676,1008
677,992
678,903
679,894
680,905
681,802
682,824
683,748
684,784
685,765
686,725
687,694
688,644
689,670
