7.100449999999999591e+02,1.835000000000000000e+03
7.103200000000000500e+02,1.562000000000000000e+03
7.105940000000000509e+02,1.532000000000000000e+03
7.108680000000000518e+02,1.556000000000000000e+03
7.111430000000000291e+02,1.605000000000000000e+03
7.114170000000000300e+02,1.558000000000000000e+03
7.116920000000000073e+02,1.553000000000000000e+03
7.119660000000000082e+02,1.547000000000000000e+03
7.122400000000000091e+02,1.564000000000000000e+03
7.125149999999999864e+02,1.542000000000000000e+03
7.127889999999999873e+02,1.496000000000000000e+03
7.130629999999999882e+02,1.553000000000000000e+03
7.133379999999999654e+02,1.481000000000000000e+03
7.136119999999999663e+02,1.565000000000000000e+03
7.138869999999999436e+02,1.524000000000000000e+03
7.141609999999999445e+02,1.555000000000000000e+03
7.144349999999999454e+02,1.541000000000000000e+03
7.147100000000000364e+02,1.568000000000000000e+03
7.149840000000000373e+02,1.450000000000000000e+03
7.152580000000000382e+02,1.462000000000000000e+03
7.155330000000000155e+02,1.472000000000000000e+03
7.158070000000000164e+02,1.601000000000000000e+03
7.160810000000000173e+02,1.486000000000000000e+03
7.163559999999999945e+02,1.480000000000000000e+03
7.166299999999999955e+02,1.492000000000000000e+03
7.169039999999999964e+02,1.450000000000000000e+03
7.171789999999999736e+02,1.498000000000000000e+03
7.174529999999999745e+02,1.481000000000000000e+03
7.177269999999999754e+02,1.466000000000000000e+03
7.180019999999999527e+02,1.520000000000000000e+03
7.182759999999999536e+02,1.502000000000000000e+03
7.185499999999999545e+02,1.529000000000000000e+03
7.188250000000000455e+02,1.474000000000000000e+03
7.190990000000000464e+02,1.513000000000000000e+03
7.193730000000000473e+02,1.506000000000000000e+03
7.196480000000000246e+02,1.469000000000000000e+03
7.199220000000000255e+02,1.455000000000000000e+03
7.201960000000000264e+02,1.498000000000000000e+03
7.204710000000000036e+02,1.435000000000000000e+03
7.207450000000000045e+02,1.477000000000000000e+03
7.210190000000000055e+02,1.498000000000000000e+03
7.212930000000000064e+02,1.441000000000000000e+03
7.215679999999999836e+02,1.518000000000000000e+03
7.218419999999999845e+02,1.490000000000000000e+03
7.221159999999999854e+02,1.545000000000000000e+03
7.223909999999999627e+02,1.454000000000000000e+03
7.226649999999999636e+02,1.454000000000000000e+03
7.229389999999999645e+02,1.398000000000000000e+03
7.232129999999999654e+02,1.435000000000000000e+03
7.234880000000000564e+02,1.457000000000000000e+03
7.237619999999999436e+02,1.505000000000000000e+03
7.240359999999999445e+02,1.443000000000000000e+03
7.243099999999999454e+02,1.511000000000000000e+03
7.245850000000000364e+02,1.465000000000000000e+03
